asin,title,brand,manufacturer,description,images,price,stars,ratings_quantity,time,is_empty,id,category,method,is_valid
B0BC29LL92,True,False,False,True,True,True,True,True,6.578248977661133,False,165,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B00D13DGFY,True,False,False,True,True,False,True,True,4.905364036560059,False,166,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07DY2QRF6,True,False,False,False,True,True,True,True,4.597908020019531,False,167,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B00SK71SAG,False,False,False,False,False,False,False,False,7.050624132156372,True,168,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B085S8DGWT,True,False,False,True,True,False,True,True,6.071277618408203,False,169,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B01648QPVE,True,False,False,True,True,False,True,True,2.4552807807922363,False,170,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0BNLWJ6QJ,True,False,False,True,True,True,True,True,4.641317844390869,False,171,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0BBSPM876,True,False,False,True,True,True,True,True,6.688369035720825,False,172,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07SFL7FXJ,True,False,False,True,True,True,True,True,4.3101911544799805,False,173,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B00F97FHAW,True,False,False,True,True,True,True,True,6.055897951126099,False,174,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B004BD107O,False,False,False,False,False,False,False,False,7.095960855484009,True,175,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0B6CMT476,True,False,False,True,True,False,True,True,5.878039121627808,False,176,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B005G9E9AW,True,False,False,True,True,True,True,True,5.784584999084473,False,177,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07GRD5WLD,False,False,False,False,False,False,False,False,7.055063962936401,True,178,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B074Y8LM6T,True,False,False,True,True,True,True,True,5.909862041473389,False,179,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B08CQ9T6KN,True,False,False,True,True,True,True,True,6.737951993942261,False,180,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B01M4MCUAF,False,False,False,False,False,False,False,False,7.144090890884399,True,181,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B08V3JGB1F,False,False,False,False,False,False,False,False,7.069835901260376,True,182,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B004INIW1Y,False,False,False,False,False,False,False,False,7.065500259399414,True,183,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
